year,category,motivation,fullName,gender,bornCountry,bornCity,organizationName,organizationCountry,organizationCity,born,age
1926,medicine,for his discovery of the Spiroptera carcinoma,Johannes Fibiger,male,Denmark,Silkeborg,Copenhagen University,Denmark,Copenhagen,1867/04/23,59
1926,physics,for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium,Jean Baptiste Perrin,male,France,Lille,Sorbonne University,France,Paris,1870/09/30,56
1925,chemistry,for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry,Richard Zsigmondy,male,Austria,Vienna,Goettingen University,Germany,Gottingen,1865/04/01,60
1925,physics,for their discovery of the laws governing the impact of an electron upon an atom,James Franck,male,Germany,Hamburg,Goettingen University,Germany,Gottingen,1882/08/26,43
1925,physics,for their discovery of the laws governing the impact of an electron upon an atom,Gustav Hertz,male,Germany,Hamburg,Halle University,Germany,Halle,1887/07/22,38
1924,physics,for his discoveries and research in the field of X-ray spectroscopy,Manne Siegbahn,male,Sweden,Orebro,Uppsala University,Sweden,Uppsala,1886/12/03,38
1924,medicine,for his discovery of the mechanism of the electrocardiogram,Willem Einthoven,male,Indonesia,Semarang,Leiden University,the Netherlands,Leiden,1860/05/21,64
1923,medicine,for the discovery of insulin,John Macleod,male,Scotland,Cluny,University of Toronto,Canada,Toronto,1876/09/06,47
1923,medicine,for the discovery of insulin,Frederick G. Banting,male,Canada,Alliston,University of Toronto,Canada,Toronto,1891/11/14,32
1923,chemistry,for his invention of the method of micro-analysis of organic substances,Fritz Pregl,male,Slovenia,Ljubljana,Graz University,Austria,Graz,1869/09/03,54
1923,physics,for his work on the elementary charge of electricity and on the photoelectric effect,Robert A. Millikan,male,USA,Morrison IL,California Institute of Technology (Caltech),USA,Pasadena CA,1868/03/22,55
1922,medicine,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,Otto Meyerhof,male,Germany,Hanover,Kiel University,Germany,Kiel,1884/04/12,38
1922,medicine,for his discovery relating to the production of heat in the muscle,Archibald V. Hill,male,United Kingdom,Bristol,London University,United Kingdom,London,1886/09/26,36
1922,chemistry,for his discovery by means of his mass spectrograph of isotopes in a large number of non-radioactive elements and for his enunciation of the whole-number rule,Francis W. Aston,male,United Kingdom,Harborne,University of Cambridge,United Kingdom,Cambridge,1877/09/01,45
1922,physics,for his services in the investigation of the structure of atoms and of the radiation emanating from them,Niels Bohr,male,Denmark,Copenhagen,Copenhagen University,Denmark,Copenhagen,1885/10/07,37
1921,physics,for his services to Theoretical Physics and especially for his discovery of the law of the photoelectric effect,Albert Einstein,male,Germany,Ulm,Kaiser Wilhelm Institute (now Max Planck Institute) for Physics,Germany,Berlin,1879/03/14,42
1921,chemistry,for his contributions to our knowledge of the chemistry of radioactive substances and his investigations into the origin and nature of isotopes,Frederick Soddy,male,United Kingdom,Eastbourne,University of Oxford,United Kingdom,Oxford,1877/09/02,44
1920,physics,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,Charles Edouard Guillaume,male,Switzerland,Fleurier,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),France,Sevres,1861/02/15,59
1920,medicine,for his discovery of the capillary motor regulating mechanism,August Krogh,male,Denmark,Grenaa,Copenhagen University,Denmark,Copenhagen,1874/11/15,46
1920,chemistry,in recognition of his work in thermochemistry,Walther Nernst,male,Poland,Wabrzezno,Berlin University,Germany,Berlin,1864/06/25,56
1919,medicine,for his discoveries relating to immunity,Jules Bordet,male,Belgium,Soignies,Brussels University,Belgium,Brussels,1870/06/13,49
1919,physics,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,Johannes Stark,male,Germany,Schickenhof,Greifswald University,Germany,Greifswald,1874/04/15,45
1918,chemistry,for the synthesis of ammonia from its elements,Fritz Haber,male,Poland,Wroclaw,Kaiser Wilhelm Institute (now Fritz Haber Institute) for Physical Chemistry and Electrochemistry,Germany,Berlin-Dahlem,1868/12/09,50
1918,physics,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,Max Planck,male,Germany,Kiel,Berlin University,Germany,Berlin,1858/04/23,60
1917,physics,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,Charles Glover Barkla,male,United Kingdom,Widnes,Edinburgh University,United Kingdom,Edinburgh,1877/06/07,40
1915,chemistry,for his researches on plant pigments especially chlorophyll,Richard Willstatter,male,Germany,Karlsruhe,Kaiser Wilhelm Institute (now Max Planck Institute) for Chemistry,Germany,Berlin-Dahlem,1872/08/13,43
1915,physics,for their services in the analysis of crystal structure by means of X-rays,Lawrence Bragg,male,Australia,Adelaide,Victoria University,United Kingdom,Manchester,1890/03/31,25
1915,physics,for their services in the analysis of crystal structure by means of X-rays,William Bragg,male,United Kingdom,Wigton,University College,United Kingdom,London,1862/07/02,53
1914,medicine,for his work on the physiology and pathology of the vestibular apparatus,Robert Barany,male,Austria,Vienna,Vienna University,Austria,Vienna,1876/04/22,38
1914,chemistry,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,Theodore W. Richards,male,USA,Germantown PA,Harvard University,USA,Cambridge MA,1868/01/31,46
1914,physics,for his discovery of the diffraction of X-rays by crystals,Max von Laue,male,Germany,Pfaffendorf,Frankfurt-on-the-Main University,Germany,Frankfurt-on-the-Main,1879/10/09,35
1913,medicine,in recognition of his work on anaphylaxis,Charles Richet,male,France,Paris,Sorbonne University,France,Paris,1850/08/26,63
1913,chemistry,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,Alfred Werner,male,France,Mulhouse,University of Zurich,Switzerland,Zurich,1866/12/12,47
1913,physics,for his investigations on the properties of matter at low temperatures which led inter alia to the production of liquid helium,Heike Kamerlingh Onnes,male,the Netherlands,Groningen,Leiden University,the Netherlands,Leiden,1853/09/21,60
1912,physics,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,Gustaf Dalen,male,Sweden,Stenstorp,Swedish Gas-Accumulator Co.,Sweden,Lidingo Stockholm,1869/11/30,43
1912,medicine,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,Alexis Carrel,male,France,Sainte-Foy-les-Lyon,Rockefeller Institute for Medical Research,USA,New York NY,1873/06/28,39
1912,chemistry,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,Paul Sabatier,male,France,Carcassonne,Toulouse University,France,Toulouse,1854/11/05,58
1912,chemistry,for the discovery of the so-called Grignard reagent which in recent years has greatly advanced the progress of organic chemistry,Victor Grignard,male,France,Cherbourg,Nancy University,France,Nancy,1871/05/06,41
1911,physics,for his discoveries regarding the laws governing the radiation of heat,Wilhelm Wien,male,Russia,Parusnoye,Wurzburg University,Germany,Wurzburg,1864/01/13,47
1911,medicine,for his work on the dioptrics of the eye,Allvar Gullstrand,male,Sweden,Landskrona,Uppsala University,Sweden,Uppsala,1862/06/05,49
1911,chemistry,in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium by the isolation of radium and the study of the nature and compounds of this remarkable element,Marie Curie,female,Poland,Warsaw,Sorbonne University,France,Paris,1867/11/07,44
1910,chemistry,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,Otto Wallach,male,Russia,Kaliningrad,Goettingen University,Germany,Gottingen,1847/03/27,63
1910,medicine,in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins including the nucleic substances,Albrecht Kossel,male,Germany,Rostock,University of Heidelberg,Germany,Heidelberg,1853/09/16,57
1910,physics,for his work on the equation of state for gases and liquids,Johannes Diderik van der Waals,male,the Netherlands,Leiden,Amsterdam University,the Netherlands,Amsterdam,1837/11/23,73
1909,medicine,for his work on the physiology pathology and surgery of the thyroid gland,Theodor Kocher,male,Switzerland,Bern,Berne University,Switzerland,Bern,1841/08/25,68
1909,chemistry,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,Wilhelm Ostwald,male,Latvia,Riga,Leipzig University,Germany,Leipzig,1853/09/02,56
1909,physics,in recognition of their contributions to the development of wireless telegraphy,Ferdinand Braun,male,Germany,Fulda,Strasbourg University,France,Strasbourg,1850/06/06,59
1909,physics,in recognition of their contributions to the development of wireless telegraphy,Guglielmo Marconi,male,Italy,Bologna,Marconi Wireless Telegraph Co. Ltd.,United Kingdom,London,1874/04/25,35
1908,medicine,in recognition of their work on immunity,Paul Ehrlich,male,Poland,Strzelin,Goettingen University,Germany,Gottingen,1854/03/14,54
1908,medicine,in recognition of their work on immunity,Ilya Mechnikov,male,Ukraine,Kharkiv,Institut Pasteur,France,Paris,1845/05/15,63
1908,chemistry,for his investigations into the disintegration of the elements and the chemistry of radioactive substances,Ernest Rutherford,male,New Zealand,Nelson,Victoria University,United Kingdom,Manchester,1871/08/30,37
1908,physics,for his method of reproducing colours photographically based on the phenomenon of interference,Gabriel Lippmann,male,Luxembourg,Hollerich,Sorbonne University,France,Paris,1845/08/16,63
1907,peace,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,Louis Renault,male,France,Autun,Sorbonne University,France,Paris,1843/05/21,64
1907,medicine,in recognition of his work on the role played by protozoa in causing diseases,Alphonse Laveran,male,France,Paris,Institut Pasteur,France,Paris,1845/06/18,62
1907,chemistry,for his biochemical researches and his discovery of cell-free fermentation,Eduard Buchner,male,Germany,Munich,Landwirtschaftliche Hochschule (Agricultural College),Germany,Berlin,1860/05/20,47
1907,physics,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid,Albert A. Michelson,male,Poland,Strzelno,University of Chicago,USA,Chicago IL,1852/12/19,55
1906,medicine,in recognition of their work on the structure of the nervous system,Santiago Ramon y Cajal,male,Spain,Petilla de Aragon,Madrid University,Spain,Madrid,1852/05/01,54
1906,medicine,in recognition of their work on the structure of the nervous system,Camillo Golgi,male,Italy,Corteno,Pavia University,Italy,Pavia,1843/07/07,63
1906,chemistry,in recognition of the great services rendered by him in his investigation and isolation of the element fluorine and for the adoption in the service of science of the electric furnace called after him,Henri Moissan,male,France,Paris,Sorbonne University,France,Paris,1852/09/28,54
1906,physics,in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases,J.J. Thomson,male,United Kingdom,Cheetham Hill,University of Cambridge,United Kingdom,Cambridge,1856/12/18,50
1905,medicine,for his investigations and discoveries in relation to tuberculosis,Robert Koch,male,Germany,Clausthal Zellerfeld,Institute for Infectious Diseases,Germany,Berlin,1843/12/11,62
1905,chemistry,in recognition of his services in the advancement of organic chemistry and the chemical industry through his work on organic dyes and hydroaromatic compounds,Adolf von Baeyer,male,Germany,Berlin,Munich University,Germany,Munich,1835/10/31,70
1905,physics,for his work on cathode rays,Philipp Lenard,male,Slovakia,Bratislava,Kiel University,Germany,Kiel,1862/06/07,43
1904,medicine,in recognition of his work on the physiology of digestion through which knowledge on vital aspects of the subject has been transformed and enlarged,Ivan Pavlov,male,Russia,Ryazan,Military Medical Academy,Russia,St. Petersburg,1849/09/14,55
1904,chemistry,in recognition of his services in the discovery of the inert gaseous elements in air and his determination of their place in the periodic system,Sir William Ramsay,male,Scotland,Glasgow,University College,United Kingdom,London,1852/10/02,52
1904,physics,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,Lord Rayleigh,male,United Kingdom,Langford Grove Maldon Essex,Royal Institution of Great Britain,United Kingdom,London,1842/11/12,62
1903,physics,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,Pierre Curie,male,France,Paris,Ecole municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry),France,Paris,1859/05/15,44
1903,physics,in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity,Henri Becquerel,male,France,Paris,Ecole Polytechnique,France,Paris,1852/12/15,51
1903,medicine,in recognition of his contribution to the treatment of diseases especially lupus vulgaris with concentrated light radiation whereby he has opened a new avenue for medical science,Niels Ryberg Finsen,male,Faroe Islands (Denmark),Thorshavn,Finsen Medical Light Institute,Denmark,Copenhagen,1860/12/15,43
1903,chemistry,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation,Svante Arrhenius,male,Sweden,Vik,Stockholm University,Sweden,Stockholm,1859/02/19,44
1902,medicine,for his work on malaria by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it,Ronald Ross,male,India,Almora,University College,United Kingdom,Liverpool,1857/05/13,45
1902,chemistry,in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses,Emil Fischer,male,Germany,Euskirchen,Berlin University,Germany,Berlin,1852/10/09,50
1902,physics,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,Pieter Zeeman,male,the Netherlands,Zonnemaire,Amsterdam University,the Netherlands,Amsterdam,1865/05/25,37
1902,physics,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,Hendrik A. Lorentz,male,the Netherlands,Arnhem,Leiden University,the Netherlands,Leiden,1853/07/18,49
1901,medicine,for his work on serum therapy especially its application against diphtheria by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths,Emil von Behring,male,Poland,Lawice,Marburg University,Germany,Marburg,1854/03/15,47
1901,chemistry,in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions,Jacobus H. van 't Hoff,male,the Netherlands,Rotterdam,Berlin University,Germany,Berlin,1852/08/30,49
1901,physics,in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him,Wilhelm Conrad Rontgen,male,Germany,Remscheid,Munich University,Germany,Munich,1845/03/27,56
